poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
72759,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Nebraska,10/29/20,11/2/20,,"",,136540,547,lv,,lv,,11/2/20 21:32,"",https://docs.google.com/spreadsheets/d/1RQaEpV6kT3qV2b5P2B_AQgnS2CAJdgJaioH_10hO4qU/edit#gid=1652054673,538,false,,8069,2020,U.S. House,2,District 2,11/3/20,general,false,false,LIB,Schaeffer,15190,Tyler Schaeffer,2.0
72761,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,New York,10/29/20,11/2/20,,"",,136542,738,lv,,lv,,11/2/20 22:01,"",https://docs.google.com/spreadsheets/d/1sSzvXk5e3hpqSJiYtKN95Bm3VInlB_XtlWV8JQ57780/edit#gid=0,538,false,,8115,2020,U.S. House,24,District 24,11/3/20,general,false,false,DEM,Balter,14654,Dana Balter,46.0
72761,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,New York,10/29/20,11/2/20,,"",,136542,738,lv,,lv,,11/2/20 22:01,"",https://docs.google.com/spreadsheets/d/1sSzvXk5e3hpqSJiYtKN95Bm3VInlB_XtlWV8JQ57780/edit#gid=0,538,false,,8115,2020,U.S. House,24,District 24,11/3/20,general,false,false,REP,Katko,14655,John Katko,44.0
72761,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,New York,10/29/20,11/2/20,,"",,136542,738,lv,,lv,,11/2/20 22:01,"",https://docs.google.com/spreadsheets/d/1sSzvXk5e3hpqSJiYtKN95Bm3VInlB_XtlWV8JQ57780/edit#gid=0,538,false,,8115,2020,U.S. House,24,District 24,11/3/20,general,false,false,OTH,Williams,15311,Steve Williams,4.0
72792,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Indiana,10/29/20,11/2/20,,"",,136590,596,lv,,lv,,11/2/20 22:18,"",https://docs.google.com/spreadsheets/d/1iWSrZDo1yUpPUkqXffKUsO4w-lGKqhxb5aQGG-fU1Dw/edit#gid=1692435149,538,false,,7983,2020,U.S. House,5,District 5,11/3/20,general,false,false,DEM,Hale,14661,Christina Hale,46.0
72792,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Indiana,10/29/20,11/2/20,,"",,136590,596,lv,,lv,,11/2/20 22:18,"",https://docs.google.com/spreadsheets/d/1iWSrZDo1yUpPUkqXffKUsO4w-lGKqhxb5aQGG-fU1Dw/edit#gid=1692435149,538,false,,7983,2020,U.S. House,5,District 5,11/3/20,general,false,false,REP,Spartz,14662,Victoria Spartz,46.0
72792,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Indiana,10/29/20,11/2/20,,"",,136590,596,lv,,lv,,11/2/20 22:18,"",https://docs.google.com/spreadsheets/d/1iWSrZDo1yUpPUkqXffKUsO4w-lGKqhxb5aQGG-fU1Dw/edit#gid=1692435149,538,false,,7983,2020,U.S. House,5,District 5,11/3/20,general,false,false,LIB,Tucker,15039,Kenneth Tucker,5.0
72793,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Arkansas,10/29/20,11/2/20,,"",,136591,586,lv,,lv,,11/2/20 22:26,"",https://docs.google.com/spreadsheets/d/19LDCjGkae7_DJHp2KMN79Uq0aukFrQRibJLDjriTMqY/edit#gid=1236548106,538,false,,7847,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Elliott,14808,Joyce Ann Elliott,48.0
72793,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Arkansas,10/29/20,11/2/20,,"",,136591,586,lv,,lv,,11/2/20 22:26,"",https://docs.google.com/spreadsheets/d/19LDCjGkae7_DJHp2KMN79Uq0aukFrQRibJLDjriTMqY/edit#gid=1236548106,538,false,,7847,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Hill,14810,French Hill,48.0
72801,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine,10/29/20,11/2/20,,"",,136604,475,lv,,lv,,11/2/20 23:31,"",https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,8015,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Golden,14752,Jared Forrest Golden,53.0
72801,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine,10/29/20,11/2/20,,"",,136604,475,lv,,lv,,11/2/20 23:31,"",https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,8015,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Crafts,14753,Dale John Crafts,44.0
72716,1195,Victory Research,"","",Victory Research,437,Victory Research,B/C,Live Phone,Illinois,10/29/20,11/1/20,,"",,138675,600,lv,,lv,,12/30/20 12:29,"",https://projects.fivethirtyeight.com/polls/20201104_IL3_Victory.pdf,538,false,,7963,2020,U.S. House,3,District 3,11/3/20,general,false,false,DEM,Newman,15019,Marie Newman,55.5
72716,1195,Victory Research,"","",Victory Research,437,Victory Research,B/C,Live Phone,Illinois,10/29/20,11/1/20,,"",,138675,600,lv,,lv,,12/30/20 12:29,"",https://projects.fivethirtyeight.com/polls/20201104_IL3_Victory.pdf,538,false,,7963,2020,U.S. House,3,District 3,11/3/20,general,false,false,REP,Fricilone,15020,Mike Fricilone,32.2
72716,1195,Victory Research,"","",Victory Research,437,Victory Research,B/C,Live Phone,Illinois,10/29/20,11/1/20,,"",,138676,600,lv,,lv,,12/30/20 12:29,"",https://projects.fivethirtyeight.com/polls/20201104_IL6_Victory.pdf,538,false,,7966,2020,U.S. House,6,District 6,11/3/20,general,false,false,DEM,Casten,13619,Sean Casten,54.7
72716,1195,Victory Research,"","",Victory Research,437,Victory Research,B/C,Live Phone,Illinois,10/29/20,11/1/20,,"",,138676,600,lv,,lv,,12/30/20 12:29,"",https://projects.fivethirtyeight.com/polls/20201104_IL6_Victory.pdf,538,false,,7966,2020,U.S. House,6,District 6,11/3/20,general,false,false,REP,Ives,13618,Jeanne M. Ives,40.5
72716,1195,Victory Research,"","",Victory Research,437,Victory Research,B/C,Live Phone,Illinois,10/29/20,11/1/20,,"",,138676,600,lv,,lv,,12/30/20 12:29,"",https://projects.fivethirtyeight.com/polls/20201104_IL6_Victory.pdf,538,false,,7966,2020,U.S. House,6,District 6,11/3/20,general,false,false,LIB,Redpath,15797,Bill Redpath,2.0
72716,1195,Victory Research,"","",Victory Research,437,Victory Research,B/C,Live Phone,Illinois,10/29/20,11/1/20,,"",,138677,600,lv,,lv,,12/30/20 12:29,"",https://projects.fivethirtyeight.com/polls/20201104_IL17_Victory.pdf,538,false,,7977,2020,U.S. House,17,District 17,11/3/20,general,false,false,DEM,Bustos,15014,Cheri Bustos,54.3
72716,1195,Victory Research,"","",Victory Research,437,Victory Research,B/C,Live Phone,Illinois,10/29/20,11/1/20,,"",,138677,600,lv,,lv,,12/30/20 12:29,"",https://projects.fivethirtyeight.com/polls/20201104_IL17_Victory.pdf,538,false,,7977,2020,U.S. House,17,District 17,11/3/20,general,false,false,REP,King,15015,Esther Joy King,43.7
72758,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Oklahoma,10/29/20,11/1/20,,"",,136539,607,lv,,lv,,11/2/20 21:32,"",https://docs.google.com/spreadsheets/d/1C_aw1txi2S5CeUze-vC6TR28M5k0n0RcBGGRUlQEpDQ/edit#gid=2044611796,538,false,,8153,2020,U.S. House,5,District 5,11/3/20,general,false,false,DEM,Horn,15367,Kendra Horn,47.0
72758,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Oklahoma,10/29/20,11/1/20,,"",,136539,607,lv,,lv,,11/2/20 21:32,"",https://docs.google.com/spreadsheets/d/1C_aw1txi2S5CeUze-vC6TR28M5k0n0RcBGGRUlQEpDQ/edit#gid=2044611796,538,false,,8153,2020,U.S. House,5,District 5,11/3/20,general,false,false,REP,Bice,16007,Stephanie Bice,47.0
72760,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Ohio,10/29/20,11/1/20,,"",,136541,505,lv,,lv,,11/2/20 21:49,"",https://docs.google.com/spreadsheets/d/1RLsioeQZMNIHBeH1xo3nCGherCVpenMxoUxXGKaHUqw/edit#gid=1882933718,538,false,,8133,2020,U.S. House,1,District 1,11/3/20,general,false,false,DEM,Schroder,14576,Kate Schroder,45.0
72760,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Ohio,10/29/20,11/1/20,,"",,136541,505,lv,,lv,,11/2/20 21:49,"",https://docs.google.com/spreadsheets/d/1RLsioeQZMNIHBeH1xo3nCGherCVpenMxoUxXGKaHUqw/edit#gid=1882933718,538,false,,8133,2020,U.S. House,1,District 1,11/3/20,general,false,false,REP,Chabot,14577,Steve Chabot,47.0
72760,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Ohio,10/29/20,11/1/20,,"",,136541,505,lv,,lv,,11/2/20 21:49,"",https://docs.google.com/spreadsheets/d/1RLsioeQZMNIHBeH1xo3nCGherCVpenMxoUxXGKaHUqw/edit#gid=1882933718,538,false,,8133,2020,U.S. House,1,District 1,11/3/20,general,false,false,LIB,Kahn,15320,Kevin David Kahn,3.0
72413,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online,Nebraska,10/29/20,10/30/20,,"",,135872,806,lv,,lv,,10/31/20 17:22,"",https://emersonpolling.reportablenews.com/pr/super-poll-sunday-pregame-polls-show-midwest-shift-for-biden-in-wisconsin-nebraska-s-2nd-district-and-vigo-county-indiana,538,false,,8069,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Eastman,13509,Kara Eastman,47.5
72413,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online,Nebraska,10/29/20,10/30/20,,"",,135872,806,lv,,lv,,10/31/20 17:22,"",https://emersonpolling.reportablenews.com/pr/super-poll-sunday-pregame-polls-show-midwest-shift-for-biden-in-wisconsin-nebraska-s-2nd-district-and-vigo-county-indiana,538,false,,8069,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Bacon,13510,Don Bacon,50.5
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136065,1000,rv,,rv,,11/1/20 14:39,"",https://outlook.office.com/mail/inbox/id/AAQkADg2MDVmMmNjLTRhYmUtNDA2NC04NzUzLWZlNWIxZGRkYmM3NQAQAO1Uc%2BZbJvFIsCShNRkrNvQ%3D,538,false,,8732,2020,U.S. House,1,District 1,11/3/20,general,false,false,NPP,González,15923,Jenniffer González,44.0
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136065,1000,rv,,rv,,11/1/20 14:39,"",https://outlook.office.com/mail/inbox/id/AAQkADg2MDVmMmNjLTRhYmUtNDA2NC04NzUzLWZlNWIxZGRkYmM3NQAQAO1Uc%2BZbJvFIsCShNRkrNvQ%3D,538,false,,8732,2020,U.S. House,1,District 1,11/3/20,general,false,false,PPD,Acevedo-Vilá,15924,Aníbal Acevedo-Vilá,32.0
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136065,1000,rv,,rv,,11/1/20 14:39,"",https://outlook.office.com/mail/inbox/id/AAQkADg2MDVmMmNjLTRhYmUtNDA2NC04NzUzLWZlNWIxZGRkYmM3NQAQAO1Uc%2BZbJvFIsCShNRkrNvQ%3D,538,false,,8732,2020,U.S. House,1,District 1,11/3/20,general,false,false,PRI,Piñero,15925,Luis Roberto Piñero,7.0
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136065,1000,rv,,rv,,11/1/20 14:39,"",https://outlook.office.com/mail/inbox/id/AAQkADg2MDVmMmNjLTRhYmUtNDA2NC04NzUzLWZlNWIxZGRkYmM3NQAQAO1Uc%2BZbJvFIsCShNRkrNvQ%3D,538,false,,8732,2020,U.S. House,1,District 1,11/3/20,general,false,false,IND,Jordán Conde,15926,Zayira Jordán Conde,9.0
72504,1602,El Nuevo Día/The Research Office,"","",El Nuevo Día/The Research Office,599,El Nuevo Día/The Research Office,B/C,Face-to-face,Puerto Rico,10/27/20,10/30/20,,"",,136065,1000,rv,,rv,,11/1/20 14:39,"",https://outlook.office.com/mail/inbox/id/AAQkADg2MDVmMmNjLTRhYmUtNDA2NC04NzUzLWZlNWIxZGRkYmM3NQAQAO1Uc%2BZbJvFIsCShNRkrNvQ%3D,538,false,,8732,2020,U.S. House,1,District 1,11/3/20,general,false,false,IND,Henríquez,15927,Ada Norah Henríquez,4.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136281,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8732,2020,U.S. House,1,District 1,11/3/20,general,false,false,NPP,González,15923,Jenniffer González,43.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136281,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8732,2020,U.S. House,1,District 1,11/3/20,general,false,false,PPD,Acevedo-Vilá,15924,Aníbal Acevedo-Vilá,39.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136281,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8732,2020,U.S. House,1,District 1,11/3/20,general,false,false,PRI,Piñero,15925,Luis Roberto Piñero,7.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136281,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8732,2020,U.S. House,1,District 1,11/3/20,general,false,false,IND,Jordán Conde,15926,Zayira Jordán Conde,4.0
72620,1603,Jorge Benítez,"","",Jorge Benítez,600,Jorge Benítez,B/C,Live Phone,Puerto Rico,10/23/20,10/30/20,,"",,136281,1010,lv,,lv,,11/2/20 08:22,"",https://www.telemundopr.com/noticias/puerto-rico/https-www-telemundopr-com-noticias-puerto-rico-voto-2020-la-encuesta-final-elecciones-2020-puerto-rico-2143435-2/2143435/,538,false,,8732,2020,U.S. House,1,District 1,11/3/20,general,false,false,IND,Henríquez,15927,Ada Norah Henríquez,3.0
72225,383,PPP,973,314 Action,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,North Carolina,10/28/20,10/29/20,,"",,135492,750,v,,v,,10/29/20 14:16,"",https://314action.org/wp-content/uploads/2020/10/NCCD9Results1-1.pdf,538,false,DEM,8127,2020,U.S. House,9,District 9,11/3/20,general,false,false,DEM,Wallace,15178,Cynthia Lee Wallace,43.0
72225,383,PPP,973,314 Action,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,North Carolina,10/28/20,10/29/20,,"",,135492,750,v,,v,,10/29/20 14:16,"",https://314action.org/wp-content/uploads/2020/10/NCCD9Results1-1.pdf,538,false,DEM,8127,2020,U.S. House,9,District 9,11/3/20,general,false,false,REP,Bishop,15180,Dan Bishop,45.0
72400,402,Research & Polling,155,Albuquerque Journal,Research & Polling,280,Research & Polling Inc.,A,Live Phone,New Mexico,10/23/20,10/29/20,,"",,135847,430,lv,,lv,,10/31/20 08:36,"",https://www.abqjournal.com/1512949/extremely-close-race-for-2nd-congressional-district-ex-pollster-notes-race-between-torres-small-and-herrell-comes-down-to-turnout.html,538,false,,8089,2020,U.S. House,1,District 1,11/3/20,general,false,false,DEM,Haaland,15212,Debra A. Haaland,58.0
72400,402,Research & Polling,155,Albuquerque Journal,Research & Polling,280,Research & Polling Inc.,A,Live Phone,New Mexico,10/23/20,10/29/20,,"",,135847,430,lv,,lv,,10/31/20 08:36,"",https://www.abqjournal.com/1512949/extremely-close-race-for-2nd-congressional-district-ex-pollster-notes-race-between-torres-small-and-herrell-comes-down-to-turnout.html,538,false,,8089,2020,U.S. House,1,District 1,11/3/20,general,false,false,REP,Garcia Holmes,15213,Michelle Garcia Holmes,37.0
72400,402,Research & Polling,155,Albuquerque Journal,Research & Polling,280,Research & Polling Inc.,A,Live Phone,New Mexico,10/23/20,10/29/20,,"",,135848,403,lv,,lv,,10/31/20 08:36,"",https://www.abqjournal.com/1512949/extremely-close-race-for-2nd-congressional-district-ex-pollster-notes-race-between-torres-small-and-herrell-comes-down-to-turnout.html,538,false,,8090,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Torres Small,13424,Xochitl Torres Small,46.0
72400,402,Research & Polling,155,Albuquerque Journal,Research & Polling,280,Research & Polling Inc.,A,Live Phone,New Mexico,10/23/20,10/29/20,,"",,135848,403,lv,,lv,,10/31/20 08:36,"",https://www.abqjournal.com/1512949/extremely-close-race-for-2nd-congressional-district-ex-pollster-notes-race-between-torres-small-and-herrell-comes-down-to-turnout.html,538,false,,8090,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Herrell,13423,Yvette Herrell,48.0
72400,402,Research & Polling,155,Albuquerque Journal,Research & Polling,280,Research & Polling Inc.,A,Live Phone,New Mexico,10/23/20,10/29/20,,"",,135849,347,lv,,lv,,10/31/20 08:36,"",https://www.abqjournal.com/1512949/extremely-close-race-for-2nd-congressional-district-ex-pollster-notes-race-between-torres-small-and-herrell-comes-down-to-turnout.html,538,false,,8091,2020,U.S. House,3,District 3,11/3/20,general,false,false,DEM,Fernandez,15214,Teresa Leger Fernandez,58.0
72400,402,Research & Polling,155,Albuquerque Journal,Research & Polling,280,Research & Polling Inc.,A,Live Phone,New Mexico,10/23/20,10/29/20,,"",,135849,347,lv,,lv,,10/31/20 08:36,"",https://www.abqjournal.com/1512949/extremely-close-race-for-2nd-congressional-district-ex-pollster-notes-race-between-torres-small-and-herrell-comes-down-to-turnout.html,538,false,,8091,2020,U.S. House,3,District 3,11/3/20,general,false,false,REP,Johnson,15215,Alexis Martinez Johnson,35.0
72203,1357,St. Pete Polls,972,Florida Politics,St. Pete Polls,314,St. Pete Polls,B+,IVR,Florida,10/28/20,10/28/20,,"",,135434,1280,lv,,lv,,10/29/20 11:08,"",http://stpetepolls.org/files/StPetePolls_2020_CD13GEN_October28_EH39F.pdf,538,false,,7928,2020,U.S. House,13,District 13,11/3/20,general,false,false,DEM,Crist,13566,Charlie Crist,54.8
72203,1357,St. Pete Polls,972,Florida Politics,St. Pete Polls,314,St. Pete Polls,B+,IVR,Florida,10/28/20,10/28/20,,"",,135434,1280,lv,,lv,,10/29/20 11:08,"",http://stpetepolls.org/files/StPetePolls_2020_CD13GEN_October28_EH39F.pdf,538,false,,7928,2020,U.S. House,13,District 13,11/3/20,general,false,false,REP,Paulina Luna,15945,Anna Paulina Luna,38.6
72193,801,Gravis Marketing,"","",Gravis Marketing,124,Gravis Marketing/Kaplan Strategies,B,IVR/Online,Alaska,10/26/20,10/28/20,,"",,135420,770,lv,,lv,,10/29/20 09:00,"",https://www.scribd.com/document/482078454/Alaska-October-28-2020#from_embed,538,false,,7836,2020,U.S. House,1,District 1,11/3/20,general,false,false,DEM,Galvin,14617,Alyse S. Galvin,44.0
72193,801,Gravis Marketing,"","",Gravis Marketing,124,Gravis Marketing/Kaplan Strategies,B,IVR/Online,Alaska,10/26/20,10/28/20,,"",,135420,770,lv,,lv,,10/29/20 09:00,"",https://www.scribd.com/document/482078454/Alaska-October-28-2020#from_embed,538,false,,7836,2020,U.S. House,1,District 1,11/3/20,general,false,false,REP,Young,14618,Don Young,49.0
72230,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,10/24/20,10/28/20,,"",,135505,451,lv,,lv,,10/29/20 16:13,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1624&context=survey_center_polls,538,false,,8075,2020,U.S. House,1,District 1,11/3/20,general,false,false,DEM,Pappas,15194,Chris Pappas,48.0
72230,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,10/24/20,10/28/20,,"",,135505,451,lv,,lv,,10/29/20 16:13,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1624&context=survey_center_polls,538,false,,8075,2020,U.S. House,1,District 1,11/3/20,general,false,false,REP,Mowers,16030,Matt Mowers,50.0
72230,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,10/24/20,10/28/20,,"",,135505,451,lv,,lv,,10/29/20 16:13,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1624&context=survey_center_polls,538,false,,8075,2020,U.S. House,1,District 1,11/3/20,general,false,false,LIB,Dumont,15185,Zachary Dumont,2.0
72230,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,10/24/20,10/28/20,,"",,135506,412,lv,,lv,,10/29/20 16:14,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1624&context=survey_center_polls,538,false,,8076,2020,U.S. House,2,District 2,11/3/20,general,false,false,DEM,Kuster,16032,Ann McLane Kuster,51.0
72230,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,10/24/20,10/28/20,,"",,135506,412,lv,,lv,,10/29/20 16:14,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1624&context=survey_center_polls,538,false,,8076,2020,U.S. House,2,District 2,11/3/20,general,false,false,REP,Negron,16033,Steven Negron,41.0
